sub_begin_time|sub_end_time|text|class
00:10:08|00:10:11|each other right|NA
00:10:09|00:10:13|at this point the artificial compromised|NA
00:10:11|00:10:15|accounts are used to give them|NA
00:10:13|00:10:17|artificial lift and at some point one of|NA
00:10:15|00:10:18|these videos will creep up above the|NA
00:10:17|00:10:21|noise and the algorithm and it will|NA
00:10:18|00:10:22|start to get shown to actual humans it's|NA
00:10:21|00:10:24|really easy to get mad at YouTube at|NA
00:10:22|00:10:25|this point right look at all this stuff|NA
00:10:24|00:10:27|that's happening on the platform but|NA
00:10:25|00:10:29|listen let's step back think about it if|NA
00:10:27|00:10:32|you were a software engineer how would|NA
00:10:29|00:10:34|you use math and algorithms to detect|NA
00:10:32|00:10:37|this activity I would argue that this is|NA
00:10:34|00:10:38|very very clever and it's very hard to|NA
00:10:37|00:10:40|detect this in an automated way if you|NA
00:10:38|00:10:42|look at the engagement on these videos|NA
00:10:40|00:10:44|the majority of these comments are|NA
00:10:42|00:10:47|actual humans discussing the videos|NA
00:10:44|00:10:49|these are real people engaging with this|NA
00:10:47|00:10:52|content from an engineering perspective|NA
00:10:49|00:10:53|this is extremely difficult to detect|NA
00:10:52|00:10:55|especially at any kind of meaningful|NA
00:10:53|00:10:56|scale so|NA
00:10:55|00:10:57|understand the fake engagement piece|NA
00:10:56|00:11:00|right but think about the content|NA
00:10:57|00:11:02|creation itself for a video that I'm|NA
00:11:00|00:11:03|proud of for example it will take dozens|NA
00:11:02|00:11:05|of hours for me to make this thing right|NA
00:11:03|00:11:06|in this one particular case we're|NA
00:11:05|00:11:08|talking about we saw dozens of videos|NA
00:11:06|00:11:11|uploaded in the same day so clearly|NA
00:11:08|00:11:12|computers are involved but how are they|NA
00:11:11|00:11:14|doing it believe it or not there's|NA
00:11:12|00:11:16|already an entire industry built around|NA
00:11:14|00:11:18|this technology it's a great way to get|NA
00:11:16|00:11:20|these small stories out whatever website|NA
00:11:18|00:11:21|you go to to get your news you've|NA
00:11:20|00:11:23|probably seen these things automatically|NA
00:11:21|00:11:25|generated videos several companies offer|NA
00:11:23|00:11:27|these types of services one is called|NA
00:11:25|00:11:29|watch it if you go to the watch it|NA
00:11:27|00:11:31|website they boast over 1.5 million|NA
00:11:29|00:11:33|videos were created on behalf of their|NA
00:11:31|00:11:35|customers last month these are videos|NA
00:11:33|00:11:37|created for businesses you recognize on|NA
00:11:35|00:11:39|their website they show how the system|NA
00:11:37|00:11:41|works you type in the topic you want to|NA
00:11:39|00:11:42|make a video about they ingest millions|NA
00:11:41|00:11:44|of pieces of licensed content from|NA
00:11:42|00:11:46|different sources you slap in a script|NA
00:11:44|00:11:48|and you have a video within minutes this|NA
00:11:46|00:11:50|is a very expensive business-to-business|NA
00:11:48|00:11:52|service but for these businesses trying|NA
00:11:50|00:11:54|to make it in the attention economy it's|NA
00:11:52|00:11:57|totally worth it now let's think about|NA
00:11:54|00:12:00|YouTube the watchit news YouTube channel|NA
00:11:57|00:12:01|has uploaded over 3,000 videos in the|NA
00:12:00|00:12:03|last two months|NA
00:12:01|00:12:05|most of these use actual voice actors|NA
00:12:03|00:12:08|reading a script this is an incredible|NA
00:12:05|00:12:09|amount of content stop and think about|NA
00:12:08|00:12:11|what that could mean for the future of|NA
00:12:09|00:12:14|YouTube it works like this you have all|NA
00:12:11|00:12:15|this content like b-roll photos audio|NA
00:12:14|00:12:18|things of that nature and it goes into|NA
00:12:15|00:12:20|this machine and out pops these videos|NA
00:12:18|00:12:21|which is cool if you're a newsroom and|NA
00:12:20|00:12:24|you're using a service like watch it to|NA
00:12:21|00:12:26|try to create content for legit users|NA
00:12:24|00:12:28|online but the problem is this is just|NA
00:12:26|00:12:30|technology think about what would happen|NA
00:12:28|00:12:32|if this was developed by people of ill|NA
00:12:30|00:12:34|intent if you're clever you can change|NA
00:12:32|00:12:35|the content that you're putting into the|NA
00:12:34|00:12:37|machine and the machine can start|NA
00:12:35|00:12:39|creating videos each video with its own|NA
00:12:37|00:12:40|special Flair so it can get around the|NA
00:12:39|00:12:42|counter measures built into YouTube's|NA
00:12:40|00:12:43|system and you simply upload all these|NA
00:12:42|00:12:45|to different YouTube channels that|NA
00:12:43|00:12:47|you've created with a fake email|NA
00:12:45|00:12:49|accounts and there you go you're|NA
00:12:47|00:12:51|suddenly flooding YouTube with|NA
00:12:49|00:12:53|automatically created content that has|NA
00:12:51|00:12:55|the incentives of making you money or|NA
00:12:53|00:12:57|changing the way people think it's|NA
00:12:55|00:12:59|probably mostly financially motivated I|NA
00:12:57|00:13:01|think it's mostly financially motivated|NA
00:12:59|00:13:03|yeah I think I think Facebook has said|NA
00:13:01|00:13:04|the same thing about kind of propaganda|NA
00:13:03|00:13:07|you know a lot of the stuff on their|NA
00:13:04|00:13:08|site coordinated an authentic activity|NA
00:13:07|00:13:10|most|NA
00:13:08|00:13:13|economically motivated even during 2016|NA
00:13:10|00:13:15|you know now the notion of fake news is|NA
00:13:13|00:13:17|so tied to Russia but fake news wasn't|NA
00:13:15|00:13:20|actually about Russia if you remember|NA
00:13:17|00:13:23|back in 2016 during the campaign it was|NA
00:13:20|00:13:26|about people just creating these|NA
00:13:23|00:13:28|hyper-partisan sites that were literally|NA
00:13:26|00:13:30|fake news to monster they faked open|NA
00:13:28|00:13:31|endorses Donald Trump and this kind of|NA
00:13:30|00:13:33|stuff and it was just pushing people to|NA
00:13:31|00:13:36|the sites to try to make money on the|NA
00:13:33|00:13:38|ads and so that's what I think a lot of|NA
00:13:36|00:13:42|a lot of the challenge here is the|NA
00:13:38|00:13:44|really strong actors the nation states|NA
00:13:42|00:13:46|that are trying to to do this kind of|NA
00:13:44|00:13:48|stuff will spend the years to build up|NA
00:13:46|00:13:49|the audiences over time and then you|NA
00:13:48|00:13:52|have these kind of more fly-by-night|NA
00:13:49|00:13:52|operations where a blog you know blog|NA
00:13:52|00:13:54|spins up overnight|NA
00:13:52|00:13:56|they game their way into distribution|NA
00:13:54|00:13:59|and then they just make money on the ads|NA
00:13:56|00:14:01|someone that's doing this this|NA
00:13:59|00:14:03|subversive activity if they're doing it|NA
00:14:01|00:14:05|well we're not going to know right for a|NA
00:14:03|00:14:08|long time for a long time so it's and I|NA
00:14:05|00:14:10|make a mistake yeah it's happening right|NA
00:14:08|00:14:12|now probably in the sidebar of this|NA
00:14:10|00:14:16|video people are watching right now we|NA
00:14:12|00:14:19|just may not know that it's it's a|NA
00:14:16|00:14:22|inauthentic behavior I think it's really|NA
00:14:19|00:14:23|hard to find the stuff it gets better|NA
00:14:22|00:14:26|and better that's the other thing I|NA
00:14:23|00:14:30|think people assume that it's obviously|NA
00:14:26|00:14:32|obviously fake or obviously you know|NA
00:14:30|00:14:34|obviously incorrect English or obviously|NA
00:14:32|00:14:36|sensationalist memes or something like|NA
00:14:34|00:14:37|that no they actually just started|NA
00:14:36|00:14:42|repurposing their content from our own|NA
00:14:37|00:14:44|real authentic hyper-partisan pages can|NA
00:14:42|00:14:46|we just stop and be disturbed that this|NA
00:14:44|00:14:48|is the kind of content that's getting|NA
00:14:46|00:14:50|real eyeballs and I know what you might|NA
00:14:48|00:14:52|be thinking well it's clearly different|NA
00:14:50|00:14:54|I could tell the difference in that but|NA
00:14:52|00:14:56|think about Who I am right I'm an|NA
00:14:54|00:14:58|engineer who understands countermeasures|NA
00:14:56|00:15:00|I think through strategy I spend|NA
00:14:58|00:15:02|hundreds of hours a month thinking about|NA
00:15:00|00:15:04|the YouTube algorithm I tailor my|NA
00:15:02|00:15:08|thumbnails I understand how titles work|NA
00:15:04|00:15:10|all of this to say I still got tricked|NA
00:15:08|00:15:11|and so it's a cat-and-mouse game well|NA
00:15:10|00:15:13|basically you have offensive content|NA
00:15:11|00:15:14|then you have a countermeasure and then|NA
00:15:13|00:15:16|you have a counter countermeasure yes|NA
00:15:14|00:15:17|and then the YouTube engineers have to|NA
00:15:16|00:15:19|develop a counter counter|NA
00:15:17|00:15:21|countermeasure and so this just|NA
00:15:19|00:15:24|continuously ratchets up and I don't see|NA
00:15:21|00:15:26|a way to win you're not gonna win this|NA
00:15:24|00:15:29|no you're never gonna win there's no|NA
00:15:26|00:15:32|winning do managing increase the costs|NA
00:15:29|00:15:32|for the adversary to influence society|NA
00:15:32|00:15:34|yes|NA
00:15:32|00:15:35|regardless of whether this material is|NA
00:15:34|00:15:37|made in some far-off land to make a|NA
00:15:35|00:15:39|quick buck or if it's from a malicious|NA
00:15:37|00:15:42|nation trying to influence a foreign|NA
00:15:39|00:15:46|election it's all taking advantage of|NA
00:15:42|00:15:49|this flaw in your heart the desire to|NA
00:15:46|00:15:51|fight with your neighbor these people|NA
00:15:49|00:15:53|literally make us hate each other and|NA
00:15:51|00:15:55|then we turn around and give them our|NA
00:15:53|00:15:57|money if your first inclination is to be|NA
00:15:55|00:15:59|mad at YouTube right now and some kind|NA
00:15:57|00:16:01|of outrage then you don't get it like|NA
00:15:59|00:16:03|you don't see what's happening here I|NA
00:16:01|00:16:05|know these engineers they're using all|NA
00:16:03|00:16:07|the math at their disposal to try to fix|NA
00:16:05|00:16:09|this as desperately as they can but|NA
00:16:07|00:16:11|until our hearts changed towards|NA
00:16:09|00:16:13|political grace these people are going|NA
00:16:11|00:16:14|to keep taking advantage of us I don't|NA
00:16:13|00:16:17|care what kind of laws we make to try to|NA
00:16:14|00:16:19|get around this they're going to make us|NA
00:16:17|00:16:21|fight and we're gonna sit there and do|NA
00:16:19|00:16:23|it and then close our eyes and give them|NA
00:16:21|00:16:25|our money we've got to be smarter than|NA
00:16:23|00:16:26|this I think a lot of the countering has|NA
00:16:25|00:16:30|to be done in the real world right it's|NA
00:16:26|00:16:31|the I think you had said this in a turn|NA
00:16:30|00:16:36|of 30 years I'd read where you talked|NA
00:16:31|00:16:38|about the need to actively practice love|NA
00:16:36|00:16:41|that neighborhoods right right I think|NA
00:16:38|00:16:44|that that's unfortunately it is a|NA
00:16:41|00:16:45|they're preying on human biases this is|NA
00:16:44|00:16:47|the thing we have a brand-new|NA
00:16:45|00:16:49|information ecosystem right we have|NA
00:16:47|00:16:51|democratized creation of content we have|NA
00:16:49|00:16:53|no more gatekeepers anyone can say what|NA
00:16:51|00:16:55|they want do what they want and maximize|NA
00:16:53|00:16:57|expression algorithms to help you find|NA
00:16:55|00:17:01|people but ultimately like human nature|NA
00:16:57|00:17:03|like the people have not changed so it's|NA
00:17:01|00:17:04|this fascinating new information|NA
00:17:03|00:17:08|environment and ecosystem but with a|NA
00:17:04|00:17:10|very old set of biases and and ways of|NA
00:17:08|00:17:11|being that are just kind of part of the|NA
00:17:10|00:17:15|human experience and I don't think we're|NA
00:17:11|00:17:17|necessarily adept at recognizing what|NA
00:17:15|00:17:19|social media has done to us as|NA
00:17:17|00:17:21|individuals and as members of society|NA
00:17:19|00:17:25|and that I think is one of the the key|NA
00:17:21|00:17:27|challenges where no amount of regulating|NA
00:17:25|00:17:30|of algorithms or catching of bad guys|NA
00:17:27|00:17:31|changes that kind of fundamental truth|NA
00:17:30|00:17:35|trying|NA
00:17:31|00:17:39|use real community to kind of return|NA
00:17:35|00:17:40|people to that human connection is the|NA
00:17:39|00:17:43|the thing that we're missing right now|NA
00:17:40|00:17:45|that's because it's much harder to to do|NA
00:17:43|00:17:47|that to create the kind of act of unity|NA
00:17:45|00:17:49|that you're talking about because like|NA
00:17:47|00:17:51|who's in charge of doing that normally|NA
00:17:49|00:17:54|that would have been like your churches|NA
00:17:51|00:17:56|or neighborhood your community I think I|NA
00:17:54|00:17:58|don't know what that looks like|NA
00:17:56|00:18:00|ported online where everybody spending|NA
00:17:58|00:18:02|their time I'm not trying to scare you|NA
00:18:00|00:18:04|by showing you all this stuff obviously|NA
00:18:02|00:18:06|there's a lot of hard core engineering|NA
00:18:04|00:18:08|thought that goes into everything I just|NA
00:18:06|00:18:10|showed you but it's happening there are|NA
00:18:08|00:18:13|bad actors trying to manipulate people|NA
00:18:10|00:18:14|online for financial gain and I don't|NA
00:18:13|00:18:16|think it's YouTube's fault when somebody|NA
00:18:14|00:18:18|wants to do bad things to you they're|NA
00:18:16|00:18:21|gonna do whatever they can to get your|A
00:18:18|00:18:22|data and exploit it what I realized this|A
00:18:21|00:18:24|series was going to help educate people|A
00:18:22|00:18:26|I reached out to a company that takes|A
00:18:24|00:18:29|online internet security seriously and|A
00:18:26|00:18:31|that is expressvpn they were all in they|A
00:18:29|00:18:32|decided to sponsor this video series and|A
00:18:31|00:18:34|helped make it happen if you're not|A
00:18:32|00:18:36|using a VPN you seriously need to|A
00:18:34|00:18:38|consider it your internet connection|A
00:18:36|00:18:40|right now is broadcasting your IP|A
00:18:38|00:18:42|address which is the way people track|A
00:18:40|00:18:44|you online check this out when I go to|A
00:18:42|00:18:45|this website it tests everything that my|A
